Member_number,Date,itemDescription,category
4199,05-04-2014,root vegetables,Vegetables
3663,28-08-2014,pork,Meat
2044,17-03-2014,yogurt,Dairy
1566,30-01-2014,tropical fruit,Fruits
3698,22-09-2014,shopping bags,Uncategorized
3815,30-01-2014,whole milk,Dairy
4634,10-05-2014,citrus fruit,Fruits
2051,03-12-2014,rolls/buns,Bakery
2252,17-12-2014,soda,Beverages
4502,04-06-2014,pip fruit,Fruits
2169,25-06-2014,tropical fruit,Fruits
3237,07-08-2014,other vegetables,Vegetables
1999,31-05-2014,tropical fruit,Fruits
2175,02-11-2014,turkey,Uncategorized
4177,05-02-2014,beef,Meat
2014,08-08-2014,other vegetables,Vegetables
2991,22-04-2014,UHT-milk,Dairy
3334,09-01-2014,root vegetables,Vegetables
1580,24-02-2014,tropical fruit,Fruits
4094,14-07-2014,yogurt,Dairy
4163,05-11-2014,root vegetables,Vegetables
2991,01-03-2014,root vegetables,Vegetables
4744,23-12-2014,other vegetables,Vegetables
3896,02-04-2014,pip fruit,Fruits
2560,19-04-2014,root vegetables,Vegetables
2236,07-01-2014,bottled beer,Uncategorized
2778,29-06-2014,grapes,Uncategorized
3960,14-05-2014,curd,Uncategorized
2258,21-01-2014,seasonal products,Uncategorized
4286,22-11-2014,meat,Uncategorized
2239,23-11-2014,domestic eggs,Uncategorized
4728,11-06-2014,pastry,Bakery
3439,28-03-2014,candy,Uncategorized
3353,13-07-2014,chocolate,Snacks
2127,19-11-2014,pip fruit,Fruits
1513,29-05-2014,whipped/sour cream,Dairy
1134,11-05-2014,pastry,Bakery
1286,26-04-2014,pork,Meat
1123,09-08-2014,rolls/buns,Bakery
4327,05-08-2014,coffee,Beverages
4814,01-12-2014,pip fruit,Fruits
3277,28-08-2014,grapes,Uncategorized
4272,06-05-2014,cat food,Pet Supplies
3363,06-08-2014,root vegetables,Vegetables
1896,16-12-2014,butter,Dairy
2524,13-10-2014,curd,Uncategorized
4243,02-07-2014,other vegetables,Vegetables
4930,13-08-2014,tropical fruit,Fruits
3465,27-01-2014,condensed milk,Dairy
3938,16-08-2014,other vegetables,Vegetables
2849,11-02-2014,UHT-milk,Dairy
1894,19-08-2014,root vegetables,Vegetables
2738,11-02-2014,beef,Meat
1000,24-06-2014,whole milk,Dairy
2626,14-02-2014,chocolate,Snacks
4216,17-11-2014,brown bread,Bakery
1810,09-06-2014,pork,Meat
1125,30-05-2014,root vegetables,Vegetables
4392,10-07-2014,packaged fruit/vegetables,Fruits
3957,19-07-2014,canned vegetables,Vegetables
4084,28-09-2014,bottled water,Beverages
3672,19-06-2014,sugar,Dry Goods
3531,18-03-2014,candy,Uncategorized
2066,05-02-2014,frozen vegetables,Vegetables
4376,23-07-2014,yogurt,Dairy
1662,27-01-2014,rolls/buns,Bakery
3728,17-06-2014,dessert,Uncategorized
2045,02-04-2014,tropical fruit,Fruits
2067,05-04-2014,beverages,Uncategorized
3743,16-10-2014,tropical fruit,Fruits
1735,22-04-2014,curd,Uncategorized
1547,07-07-2014,onions,Uncategorized
2451,26-02-2014,pip fruit,Fruits
1661,02-03-2014,root vegetables,Vegetables
2365,29-11-2014,hard cheese,Dairy
4932,14-05-2014,pip fruit,Fruits
2310,31-10-2014,root vegetables,Vegetables
2138,03-11-2014,soda,Beverages
2903,08-05-2014,tropical fruit,Fruits
1512,03-06-2014,detergent,Household
3204,16-12-2014,cream cheese ,Dairy
3324,10-11-2014,dog food,Pet Supplies
1653,29-05-2014,whole milk,Dairy
1428,23-08-2014,margarine,Uncategorized
4598,05-11-2014,root vegetables,Vegetables
4233,18-08-2014,pork,Meat
4130,24-10-2014,berries,Uncategorized
3537,21-06-2014,cream cheese ,Dairy
3475,23-12-2014,other vegetables,Vegetables
2799,24-09-2014,other vegetables,Vegetables
1188,21-11-2014,other vegetables,Vegetables
1747,17-09-2014,curd,Uncategorized
4782,17-04-2014,processed cheese,Dairy
1609,21-12-2014,other vegetables,Vegetables
1077,07-10-2014,other vegetables,Vegetables
1190,24-04-2014,hamburger meat,Meat
2746,13-02-2014,dental care,Uncategorized
2556,11-11-2014,other vegetables,Vegetables
2351,18-09-2014,instant coffee,Beverages
3570,14-09-2014,other vegetables,Vegetables
2550,24-12-2014,candy,Uncategorized
2031,20-03-2014,ham,Meat
2160,28-06-2014,butter,Dairy
1420,25-03-2014,domestic eggs,Uncategorized
2960,28-11-2014,misc. beverages,Uncategorized
3334,27-03-2014,pip fruit,Fruits
3840,31-10-2014,bottled water,Beverages
3516,18-01-2014,dessert,Uncategorized
3435,30-07-2014,tropical fruit,Fruits
2428,01-04-2014,whole milk,Dairy
3639,23-07-2014,root vegetables,Vegetables
4173,14-02-2014,candy,Uncategorized
4275,03-04-2014,other vegetables,Vegetables
2320,22-04-2014,tropical fruit,Fruits
2522,08-08-2014,fruit/vegetable juice,Fruits
2399,18-08-2014,whipped/sour cream,Dairy
4097,20-06-2014,soda,Beverages
1517,11-09-2014,ice cream,Dairy
4187,16-04-2014,canned beer,Canned Goods
2553,16-08-2014,canned beer,Canned Goods
4164,27-03-2014,dessert,Uncategorized
3123,17-10-2014,packaged fruit/vegetables,Fruits
1466,13-07-2014,hamburger meat,Meat
4105,26-10-2014,liquor (appetizer),Pet Supplies
3530,21-03-2014,shopping bags,Uncategorized
2960,11-03-2014,UHT-milk,Dairy
2676,06-10-2014,citrus fruit,Fruits
4318,28-08-2014,cream cheese ,Dairy
2956,07-08-2014,butter milk,Dairy
1360,17-06-2014,curd,Uncategorized
2285,06-07-2014,pastry,Bakery
4117,12-07-2014,liquor (appetizer),Pet Supplies
3009,27-01-2014,yogurt,Dairy
1069,20-05-2014,brown bread,Bakery
1194,27-02-2014,pip fruit,Fruits
4406,21-03-2014,canned beer,Canned Goods
2028,02-05-2014,dessert,Uncategorized
1500,01-04-2014,bottled beer,Uncategorized
2617,27-05-2014,chewing gum,Uncategorized
2545,11-10-2014,other vegetables,Vegetables
3356,21-02-2014,soda,Beverages
3557,06-05-2014,yogurt,Dairy
1311,14-01-2014,other vegetables,Vegetables
4803,16-01-2014,whole milk,Dairy
3685,20-07-2014,tropical fruit,Fruits
4206,04-04-2014,rolls/buns,Bakery
1457,15-04-2014,long life bakery product,Uncategorized
4610,18-11-2014,sliced cheese,Dairy
2802,14-09-2014,whole milk,Dairy
3232,09-07-2014,beverages,Uncategorized
1623,12-01-2014,soda,Beverages
2029,27-05-2014,yogurt,Dairy
2180,18-12-2014,other vegetables,Vegetables
4654,03-08-2014,root vegetables,Vegetables
3462,16-12-2014,berries,Uncategorized
2279,11-04-2014,processed cheese,Dairy
2027,09-10-2014,rolls/buns,Bakery
2667,22-10-2014,root vegetables,Vegetables
1379,27-02-2014,photo/film,Uncategorized
4025,10-04-2014,sausage,Meat
2958,27-04-2014,butter,Dairy
4349,22-11-2014,soda,Beverages
2850,27-02-2014,rolls/buns,Bakery
2306,26-02-2014,tropical fruit,Fruits
4941,08-02-2014,yogurt,Dairy
1788,19-09-2014,brown bread,Bakery
2398,18-06-2014,dessert,Uncategorized
4046,31-03-2014,pip fruit,Fruits
3976,25-10-2014,sliced cheese,Dairy
1905,22-04-2014,photo/film,Uncategorized
4897,23-03-2014,pip fruit,Fruits
2237,01-01-2014,bottled water,Beverages
3649,30-05-2014,rolls/buns,Bakery
1699,25-01-2014,liquor (appetizer),Pet Supplies
1504,14-10-2014,yogurt,Dairy
4488,26-04-2014,beverages,Uncategorized
1082,20-03-2014,bottled water,Beverages
1966,20-09-2014,cream cheese ,Dairy
2169,05-02-2014,citrus fruit,Fruits
1711,15-12-2014,yogurt,Dairy
1827,30-09-2014,condensed milk,Dairy
4389,07-10-2014,long life bakery product,Uncategorized
2625,06-09-2014,brown bread,Bakery
3984,02-09-2014,other vegetables,Vegetables
4709,24-05-2014,citrus fruit,Fruits
3115,30-01-2014,cream cheese ,Dairy
4319,10-03-2014,newspapers,Uncategorized
2183,29-12-2014,whipped/sour cream,Dairy
2338,22-09-2014,other vegetables,Vegetables
2156,08-05-2014,rolls/buns,Bakery
2298,28-08-2014,root vegetables,Vegetables
4472,11-10-2014,cake bar,Bakery
4835,05-12-2014,shopping bags,Uncategorized
3581,09-06-2014,soda,Beverages
4682,21-04-2014,citrus fruit,Fruits
2149,13-07-2014,whole milk,Dairy
2990,16-07-2014,turkey,Uncategorized
2439,28-05-2014,canned fruit,Fruits
4406,11-07-2014,pip fruit,Fruits
2463,06-12-2014,root vegetables,Vegetables
4047,04-04-2014,yogurt,Dairy
1343,07-02-2014,shopping bags,Uncategorized
2628,02-12-2014,berries,Uncategorized
3467,08-11-2014,pastry,Bakery
3320,21-01-2014,hamburger meat,Meat
3126,02-12-2014,sausage,Meat
4991,19-05-2014,root vegetables,Vegetables
4317,28-01-2014,canned beer,Canned Goods
3332,21-09-2014,pork,Meat
4487,14-06-2014,house keeping products,Uncategorized
1864,03-01-2014,oil,Uncategorized
2812,28-08-2014,brown bread,Bakery
1561,19-01-2014,onions,Uncategorized
2555,26-04-2014,brown bread,Bakery
3517,21-09-2014,hard cheese,Dairy
4972,30-07-2014,coffee,Beverages
4081,11-01-2014,pip fruit,Fruits
4336,28-11-2014,root vegetables,Vegetables
4193,14-06-2014,sauces,Condiments
1944,10-08-2014,pork,Meat
1086,27-07-2014,rolls/buns,Bakery
4518,31-08-2014,other vegetables,Vegetables
1362,03-01-2014,tropical fruit,Fruits
1297,06-07-2014,sausage,Meat
4809,13-07-2014,UHT-milk,Dairy
3720,09-08-2014,butter,Dairy
4946,24-06-2014,soft cheese,Dairy
1399,10-12-2014,frozen meals,Frozen
3548,15-06-2014,other vegetables,Vegetables
2791,21-11-2014,other vegetables,Vegetables
3541,21-02-2014,chicken,Meat
2694,09-05-2014,pip fruit,Fruits
4449,11-12-2014,curd,Uncategorized
2288,05-12-2014,whole milk,Dairy
1426,20-03-2014,margarine,Uncategorized
4126,22-04-2014,other vegetables,Vegetables
2960,14-11-2014,other vegetables,Vegetables
3921,18-06-2014,rolls/buns,Bakery
3931,26-10-2014,canned beer,Canned Goods
3183,10-12-2014,soda,Beverages
4172,16-02-2014,Instant food products,Uncategorized
1767,18-12-2014,bottled water,Beverages
4665,03-12-2014,whole milk,Dairy
3386,18-03-2014,fruit/vegetable juice,Fruits
3731,29-06-2014,other vegetables,Vegetables
1478,26-12-2014,soft cheese,Dairy
3306,21-07-2014,bottled beer,Uncategorized
1204,23-06-2014,rolls/buns,Bakery
1611,18-03-2014,sausage,Meat
4555,19-12-2014,chocolate,Snacks
1612,25-12-2014,yogurt,Dairy
2217,14-09-2014,candy,Uncategorized
1869,20-12-2014,oil,Uncategorized
3384,13-11-2014,photo/film,Uncategorized
4875,05-06-2014,pip fruit,Fruits
3157,10-07-2014,white wine,Uncategorized
2973,21-10-2014,napkins,Uncategorized
3007,01-04-2014,rolls/buns,Bakery
1230,16-03-2014,canned beer,Canned Goods
1522,30-01-2014,whole milk,Dairy
3714,15-02-2014,other vegetables,Vegetables
2110,22-11-2014,whole milk,Dairy
3051,25-05-2014,canned beer,Canned Goods
3790,24-04-2014,Instant food products,Uncategorized
3851,11-08-2014,bottled beer,Uncategorized
4498,22-07-2014,butter,Dairy
1182,30-09-2014,rolls/buns,Bakery
2694,21-02-2014,pip fruit,Fruits
4099,23-05-2014,root vegetables,Vegetables
2229,24-07-2014,fruit/vegetable juice,Fruits
2618,12-01-2014,long life bakery product,Uncategorized
4902,30-05-2014,other vegetables,Vegetables
1746,23-10-2014,tropical fruit,Fruits
2424,28-09-2014,butter milk,Dairy
2922,23-02-2014,soda,Beverages
4030,29-05-2014,butter,Dairy
3107,27-02-2014,waffles,Uncategorized
1996,22-09-2014,rolls/buns,Bakery
3613,25-01-2014,root vegetables,Vegetables
2423,31-07-2014,whole milk,Dairy
4384,06-09-2014,other vegetables,Vegetables
2856,24-12-2014,instant coffee,Beverages
1437,15-03-2014,pastry,Bakery
4116,23-05-2014,dishes,Uncategorized
2143,17-12-2014,yogurt,Dairy
4013,23-12-2014,canned vegetables,Vegetables
2011,14-08-2014,yogurt,Dairy
3011,27-06-2014,pickled vegetables,Vegetables
4259,16-12-2014,pastry,Bakery
3750,30-09-2014,pip fruit,Fruits
3633,12-07-2014,soda,Beverages
4544,08-12-2014,coffee,Beverages
2314,09-02-2014,whole milk,Dairy
2287,27-10-2014,frozen meals,Frozen
2166,04-05-2014,tropical fruit,Fruits
1162,20-08-2014,red/blush wine,Uncategorized
4215,03-04-2014,specialty fat,Uncategorized
4666,01-02-2014,frozen vegetables,Vegetables
3790,09-06-2014,brown bread,Bakery
3650,23-12-2014,bottled beer,Uncategorized
3309,30-01-2014,white bread,Bakery
1501,28-08-2014,curd,Uncategorized
4580,12-10-2014,soft cheese,Dairy
4942,01-01-2014,butter,Dairy
1169,04-01-2014,liquor,Uncategorized
1217,21-07-2014,whole milk,Dairy
4750,03-05-2014,yogurt,Dairy
4870,01-07-2014,soda,Beverages
4194,21-07-2014,photo/film,Uncategorized
3629,22-11-2014,yogurt,Dairy
1143,14-07-2014,UHT-milk,Dairy
2600,12-07-2014,whole milk,Dairy
4432,01-09-2014,root vegetables,Vegetables
1147,01-05-2014,soda,Beverages
4508,29-11-2014,tropical fruit,Fruits
3130,01-02-2014,ice cream,Dairy
3181,17-07-2014,pip fruit,Fruits
3830,14-11-2014,root vegetables,Vegetables
3153,14-04-2014,pork,Meat
3656,20-01-2014,canned beer,Canned Goods
1930,07-07-2014,finished products,Uncategorized
2761,19-08-2014,brown bread,Bakery
4443,10-11-2014,other vegetables,Vegetables
3976,13-03-2014,other vegetables,Vegetables
2671,04-06-2014,whole milk,Dairy
3189,31-08-2014,brown bread,Bakery
1850,12-03-2014,condensed milk,Dairy
1899,01-03-2014,other vegetables,Vegetables
2570,25-02-2014,other vegetables,Vegetables
3805,18-09-2014,butter milk,Dairy
1580,20-02-2014,misc. beverages,Uncategorized
3474,19-01-2014,rolls/buns,Bakery
2758,27-12-2014,soft cheese,Dairy
1996,09-06-2014,rolls/buns,Bakery
2426,26-09-2014,whole milk,Dairy
4898,10-09-2014,bottled beer,Uncategorized
1187,09-11-2014,citrus fruit,Fruits
2056,14-05-2014,processed cheese,Dairy
4923,26-12-2014,white bread,Bakery
4321,14-01-2014,yogurt,Dairy
2924,14-11-2014,other vegetables,Vegetables
2029,26-08-2014,sugar,Dry Goods
2402,16-04-2014,meat,Uncategorized
3137,18-10-2014,beverages,Uncategorized
3115,16-09-2014,napkins,Uncategorized
1628,20-06-2014,fruit/vegetable juice,Fruits
1930,28-05-2014,bottled water,Beverages
2751,13-10-2014,soda,Beverages
1753,26-02-2014,berries,Uncategorized
3323,08-02-2014,pastry,Bakery
3267,30-03-2014,sauces,Condiments
1069,20-01-2014,pork,Meat
2164,31-01-2014,pip fruit,Fruits
3660,28-07-2014,chocolate,Snacks
2129,05-09-2014,tropical fruit,Fruits
1836,23-10-2014,specialty chocolate,Snacks
4007,09-12-2014,bottled beer,Uncategorized
1715,25-02-2014,spread cheese,Dairy
1225,03-10-2014,white bread,Bakery
4492,15-05-2014,frozen dessert,Frozen
4197,05-04-2014,coffee,Beverages
4878,13-09-2014,ham,Meat
3574,20-02-2014,UHT-milk,Dairy
4259,11-12-2014,yogurt,Dairy
2131,12-12-2014,sparkling wine,Uncategorized
1308,23-11-2014,brown bread,Bakery
3089,24-02-2014,pork,Meat
3695,21-03-2014,dessert,Uncategorized
1574,15-01-2014,whole milk,Dairy
3643,21-08-2014,sugar,Dry Goods
4900,01-10-2014,whole milk,Dairy
4603,18-06-2014,bathroom cleaner,Household
4088,18-02-2014,onions,Uncategorized
2155,11-11-2014,frozen vegetables,Vegetables
1050,06-03-2014,house keeping products,Uncategorized
2144,02-10-2014,yogurt,Dairy
4308,07-01-2014,soda,Beverages
4741,28-02-2014,onions,Uncategorized
2550,12-07-2014,tropical fruit,Fruits
1797,08-10-2014,white wine,Uncategorized
4235,21-03-2014,brown bread,Bakery
1680,09-09-2014,fruit/vegetable juice,Fruits
3348,14-05-2014,dessert,Uncategorized
2835,10-05-2014,rolls/buns,Bakery
1391,19-12-2014,white wine,Uncategorized
1086,10-12-2014,ice cream,Dairy
2705,20-12-2014,root vegetables,Vegetables
2803,20-02-2014,butter milk,Dairy
2045,09-07-2014,frozen vegetables,Vegetables
4270,16-03-2014,napkins,Uncategorized
1817,02-09-2014,margarine,Uncategorized
4756,09-05-2014,whipped/sour cream,Dairy
4125,03-06-2014,pip fruit,Fruits
4014,01-02-2014,soda,Beverages
1500,26-09-2014,specialty bar,Snacks
3855,15-07-2014,other vegetables,Vegetables
2037,05-05-2014,citrus fruit,Fruits
4907,01-02-2014,rolls/buns,Bakery
2055,14-12-2014,sausage,Meat
1133,21-03-2014,coffee,Beverages
3099,16-12-2014,citrus fruit,Fruits
4261,13-06-2014,whole milk,Dairy
2276,25-07-2014,whipped/sour cream,Dairy
2584,02-04-2014,whole milk,Dairy
1544,01-05-2014,other vegetables,Vegetables
4416,03-09-2014,candy,Uncategorized
3727,02-05-2014,rolls/buns,Bakery
1059,14-06-2014,sausage,Meat
1999,30-04-2014,soft cheese,Dairy
2584,19-06-2014,soda,Beverages
3528,07-09-2014,soda,Beverages
3782,25-04-2014,meat spreads,Uncategorized
4453,20-03-2014,pip fruit,Fruits
1881,15-02-2014,root vegetables,Vegetables
4122,20-10-2014,dessert,Uncategorized
4874,21-02-2014,beef,Meat
1410,07-02-2014,other vegetables,Vegetables
3357,19-05-2014,beverages,Uncategorized
1554,27-10-2014,meat,Uncategorized
1652,05-05-2014,newspapers,Uncategorized
4251,01-07-2014,root vegetables,Vegetables
4316,03-05-2014,long life bakery product,Uncategorized
1491,04-08-2014,hamburger meat,Meat
1522,11-10-2014,newspapers,Uncategorized
1927,20-06-2014,rolls/buns,Bakery
3668,24-10-2014,pip fruit,Fruits
4385,05-08-2014,meat,Uncategorized
3005,26-11-2014,brown bread,Bakery
2132,24-01-2014,whole milk,Dairy
2484,16-07-2014,sausage,Meat
2264,22-07-2014,bottled beer,Uncategorized
3045,16-08-2014,chicken,Meat
4297,30-05-2014,other vegetables,Vegetables
1050,30-05-2014,pasta,Grains & Pasta
3718,07-07-2014,soda,Beverages
1423,13-10-2014,pasta,Grains & Pasta
1071,26-09-2014,yogurt,Dairy
1399,05-04-2014,condensed milk,Dairy
2892,19-08-2014,sausage,Meat
2396,19-08-2014,whole milk,Dairy
3663,02-01-2014,rolls/buns,Bakery
4139,25-03-2014,citrus fruit,Fruits
4044,08-07-2014,sliced cheese,Dairy
3639,20-01-2014,tropical fruit,Fruits
1753,03-10-2014,other vegetables,Vegetables
1835,08-07-2014,pastry,Bakery
1783,14-02-2014,misc. beverages,Uncategorized
3863,01-09-2014,turkey,Uncategorized
1229,03-09-2014,beef,Meat
2470,01-05-2014,tropical fruit,Fruits
1828,06-01-2014,herbs,Spices & Seasonings
3360,12-04-2014,rolls/buns,Bakery
4690,06-03-2014,whole milk,Dairy
4814,08-01-2014,white bread,Bakery
3099,10-02-2014,meat,Uncategorized
3961,23-06-2014,butter,Dairy
1948,02-11-2014,bottled water,Beverages
4414,15-10-2014,whipped/sour cream,Dairy
2906,13-11-2014,chicken,Meat
2017,07-10-2014,dog food,Pet Supplies
2086,18-06-2014,sparkling wine,Uncategorized
3082,10-11-2014,soda,Beverages
4574,01-05-2014,seasonal products,Uncategorized
3696,05-04-2014,citrus fruit,Fruits
1653,23-04-2014,hamburger meat,Meat
2930,03-04-2014,other vegetables,Vegetables
3602,07-10-2014,butter,Dairy
1103,28-07-2014,waffles,Uncategorized
3223,06-08-2014,photo/film,Uncategorized
4788,09-09-2014,photo/film,Uncategorized
3358,22-10-2014,other vegetables,Vegetables
4133,02-02-2014,canned beer,Canned Goods
4160,10-07-2014,spread cheese,Dairy
2080,23-07-2014,canned beer,Canned Goods
1877,22-06-2014,bottled water,Beverages
2243,01-10-2014,meat,Uncategorized
2738,16-01-2014,pickled vegetables,Vegetables
3869,12-08-2014,canned beer,Canned Goods
2924,26-05-2014,root vegetables,Vegetables
4613,04-10-2014,long life bakery product,Uncategorized
3421,18-10-2014,sugar,Dry Goods
4764,28-08-2014,tropical fruit,Fruits
4800,27-10-2014,tropical fruit,Fruits
1288,20-08-2014,whole milk,Dairy
2194,06-06-2014,beef,Meat
2072,12-08-2014,processed cheese,Dairy
2950,03-02-2014,semi-finished bread,Bakery
1681,06-07-2014,pip fruit,Fruits
3957,20-07-2014,tropical fruit,Fruits
1004,13-10-2014,whole milk,Dairy
4048,12-04-2014,specialty chocolate,Snacks
2309,17-04-2014,whole milk,Dairy
3238,06-02-2014,specialty bar,Snacks
3613,20-10-2014,tropical fruit,Fruits
1716,11-08-2014,meat,Uncategorized
3669,25-06-2014,margarine,Uncategorized
4806,13-09-2014,citrus fruit,Fruits
1434,13-11-2014,domestic eggs,Uncategorized
3977,01-02-2014,brown bread,Bakery
4086,14-01-2014,pastry,Bakery
3357,22-06-2014,bottled beer,Uncategorized
2159,08-10-2014,tropical fruit,Fruits
2984,25-09-2014,butter,Dairy
1351,15-01-2014,tropical fruit,Fruits
1359,29-05-2014,tropical fruit,Fruits
3636,10-08-2014,soda,Beverages
3783,11-04-2014,frozen meals,Frozen
2807,02-06-2014,herbs,Spices & Seasonings
3960,15-02-2014,root vegetables,Vegetables
4233,23-06-2014,root vegetables,Vegetables
3683,05-10-2014,shopping bags,Uncategorized
4838,07-09-2014,soda,Beverages
2779,21-01-2014,red/blush wine,Uncategorized
4297,02-03-2014,whole milk,Dairy
1258,09-08-2014,rolls/buns,Bakery
2755,25-11-2014,whole milk,Dairy
2340,17-01-2014,meat,Uncategorized
1690,09-05-2014,newspapers,Uncategorized
2592,08-09-2014,curd,Uncategorized
2952,12-01-2014,hamburger meat,Meat
3246,25-12-2014,soda,Beverages
1900,15-03-2014,liquor,Uncategorized
3414,22-05-2014,whipped/sour cream,Dairy
1153,10-08-2014,chewing gum,Uncategorized
1751,04-09-2014,whipped/sour cream,Dairy
2499,01-11-2014,other vegetables,Vegetables
2355,19-02-2014,rolls/buns,Bakery
3660,21-09-2014,candy,Uncategorized
2760,20-06-2014,bottled beer,Uncategorized
1028,24-04-2014,rolls/buns,Bakery
4657,03-04-2014,chocolate,Snacks
1569,09-03-2014,other vegetables,Vegetables
3737,06-07-2014,rolls/buns,Bakery
3462,01-10-2014,citrus fruit,Fruits
2921,18-11-2014,specialty chocolate,Snacks
1111,03-03-2014,whole milk,Dairy
1261,06-10-2014,whole milk,Dairy
1572,31-03-2014,frozen dessert,Frozen
1811,02-06-2014,canned beer,Canned Goods
3287,12-11-2014,herbs,Spices & Seasonings
1020,19-07-2014,frozen meals,Frozen
2374,16-09-2014,canned fish,Seafood
2252,10-03-2014,oil,Uncategorized
3289,21-03-2014,margarine,Uncategorized
1312,12-11-2014,long life bakery product,Uncategorized
1045,12-01-2014,root vegetables,Vegetables
1275,18-01-2014,frozen potato products,Frozen
4241,02-10-2014,soda,Beverages
1116,22-06-2014,brown bread,Bakery
1356,17-08-2014,napkins,Uncategorized
2354,06-01-2014,beverages,Uncategorized
4045,30-07-2014,tropical fruit,Fruits
3189,16-04-2014,seasonal products,Uncategorized
3515,31-05-2014,onions,Uncategorized
1169,25-01-2014,waffles,Uncategorized
2299,04-08-2014,yogurt,Dairy
